Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqdf,ark:/21198/zz0015sq7v,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqdf-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqfz,ark:/21198/zz0015sq7v,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqfz-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqn2,ark:/21198/zz0015snv6,2,Completed,ChildWork,,14,,,,,,,text,,copyrighted,Y,published,Ventura County (Calif.)|~|Santa Barbara (Calif.),,,Southern California Women for Understanding,,Lesbians $z California $z Los Angeles,eng,,Southern California Women for Understanding,,,,,"May-June, 1992","May-June, 1992",,,,1992-05/1992-06,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqpk,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqpk-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqq3,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqq3-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqrm,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqrm-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqs4,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqs4-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqtn,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqtn-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqv5,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqv5-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqwp,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqwp-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqx6,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqx6-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sqzq,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sqzq-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr0q,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr0q-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr17,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr17-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr2r,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr2r-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr38,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr38-1-master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr4s,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr4s-1-master.tif,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr59,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr59-1-master.tif,15,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr6t,ark:/21198/zz0015sqn2,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr6t-1-master.tif,16,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr7b,ark:/21198/zz000s2z5v,2,Completed,Work,,8,,,,,,,text,,,,,Los Angeles (Calif.),,,Southern California Women for Understanding,,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,Board of Directors Meetings,1976 through 1993,"Rights.statementLocal: This series includes several individually authored documents and documents that contain personal information. Notes regarding permission to publish specific documents are at the item-level.|~|Southern California Women for Understanding (SCWU) Collection: Box 1-2, 15, Folders 32-41, 1-8.",,,1976/1993,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr8v,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,1,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - June 14, 1976","June 14, 1976",,,,1976-06-14,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sr9c,ark:/21198/zz0015sr8v,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sr9c-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srbw,ark:/21198/zz0015sr8v,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srbw-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srcd,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,2,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - August 17, 1976","August 17, 1976",,,,1976-08-17,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srdx,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,3,,,,,,,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - September 1, 1976","September 1, 1976",Rights.statementLocal: Item contains personal information (a number of members' personal address for meeting places).,,,1976-09-01,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srff,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,6,,,,,,,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - October 14, 1976","October 14, 1976",Rights.statementLocal: Item contains personal information (personal address for Barbara Colby?).,,,1976-10-14,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srgz,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,8,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Joint Committee Meeting Minutes - November 4, 1976","November 4, 1976",,,,1976-11-04,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srhg,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,10,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - December 2, 1976","December 2, 1976",,,,1976-12-02,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srj0,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,12,,,,,,,text,,copyrighted,unknown,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - January 6, 1977","January 6, 1977",Rights.statementLocal: Item contains personal information (personal address for Barbara Colby?).,,,1977-01-06,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srkh,ark:/21198/zz0015srcd,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srkh-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srm1,ark:/21198/zz0015srcd,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srm1-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srnj,ark:/21198/zz0015srdx,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srnj-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srp2,ark:/21198/zz0015srdx,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srp2-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srqk,ark:/21198/zz0015srdx,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srqk-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srw5,ark:/21198/zz0015srff,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srw5-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015srxp,ark:/21198/zz0015srff,2,Completed,ChildWork,scwu/images/masters/21198-zz0015srxp-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ss5s,ark:/21198/zz0015srgz,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ss5s-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ss69,ark:/21198/zz0015srgz,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ss69-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ss7t,ark:/21198/zz0015srgz,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ss7t-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssdd,ark:/21198/zz0015srhg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ssdd-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssfx,ark:/21198/zz0015srhg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ssfx-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssmh,ark:/21198/zz0015srj0,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ssmh-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssn1,ark:/21198/zz0015srj0,2,Completed,ChildWork,scwu/images/masters/21198-zz0015ssn1-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssrk,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,14,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - February 3, 1977","February 3, 1977",,,,1977-02-03,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sss3,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,16,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - March 28, 1977","March 28, 1977",,,,1977-03-28,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sstm,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,17,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - April 14, 1977","April 14, 1977",,,,1977-04-14,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssv4,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,18,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - May 12, 1977","May 12, 1977",,,,1977-05-12,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sswn,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,20,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - June 9, 1977","June 9, 1977",,,,1977-06-09,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015ssx5,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,24,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - July 29, 1977","July 29, 1977",,,,1977-07-29,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sszp,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,25,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - August 11, 1977","August 11, 1977",,,,1977-08-11,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st0p,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,27,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - October 13, 1977","October 13, 1977",,,,1977-10-13,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st16,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,28,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - December 1, 1977","December 1, 1977",,,,1977-12-01,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st2q,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,29,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - January 5, 1978","January 5, 1978",Rights.statementLocal: Item contains personal information (personal address for Myra Riddell).,,,1978-01-05,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st37,ark:/21198/zz0015sr7b,2,Completed,ChildWork,,31,,,,,,,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,Southern California Women for Understanding,,,eng,,Southern California Women for Understanding,,,,,"Steering Committee Meeting Minutes - February 9, 1978","February 9, 1978",,,,1978-02-09,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st4r,ark:/21198/zz0015ssrk,2,Completed,ChildWork,scwu/images/masters/21198-zz0015st4r-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st58,ark:/21198/zz0015ssrk,2,Completed,ChildWork,scwu/images/masters/21198-zz0015st58-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st8t,ark:/21198/zz0015sss3,2,Completed,ChildWork,scwu/images/masters/21198-zz0015st8t-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015st9b,ark:/21198/zz0015sss3,2,Completed,ChildWork,scwu/images/masters/21198-zz0015st9b-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stbv,ark:/21198/zz0015sstm,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stbv-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stcc,ark:/21198/zz0015sstm,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stcc-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stdw,ark:/21198/zz0015sstm,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stdw-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stfd,ark:/21198/zz0015ssv4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stfd-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stgx,ark:/21198/zz0015ssv4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stgx-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stkg,ark:/21198/zz0015sswn,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stkg-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stm0,ark:/21198/zz0015sswn,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stm0-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stnh,ark:/21198/zz0015sswn,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stnh-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stp1,ark:/21198/zz0015sswn,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stp1-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015stz5,ark:/21198/zz0015ssx5,2,Completed,ChildWork,scwu/images/masters/21198-zz0015stz5-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sv05,ark:/21198/zz0015ssx5,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sv05-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sv1p,ark:/21198/zz0015ssx5,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sv1p-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sv26,ark:/21198/zz0015ssx5,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sv26-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sv3q,ark:/21198/zz0015sszp,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sv3q-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015sv47,ark:/21198/zz0015sszp,2,Completed,ChildWork,scwu/images/masters/21198-zz0015sv47-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
