Item ARK,Parent ARK,Object Type,Title,Item Sequence,File Name,AltTitle.other,Thumbnail,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal,viewingHint,Contributor,IIIF Manifest URL
ark:/21198/z1rz1535,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Feathers  '73,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1zmx,Ephemera Collection,,March 1973,1973-03,13.1939,59.5432,Booklet for a fashion show held at the Marine House in aid of the Rediffusion Needy Children's Fund in March 1973 with Olga Lopes-Seale as the organizer.,23 x 31.5 cm,18 pages,,Program booklets,,Collection C319|~|Box D-F,Olga Lopes-Seale|~|Rediffusion Needy Children's Fund,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Fashion shows,Christ Church (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz1535/manifest
ark:/21198/z1rz154m,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Programme for the Visit to Barbados by His Royal Highness the Prince of Wales,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8pfj,Ephemera Collection,,October 1970,1970-10,13.1939,59.5432,"Booklet containing information on and the program of the visit to Barbados of Charles, Prince of Wales, between October 22-25, 1970. It contains names of the visiting party and other dignitaries, an outline of the program and events, and tours and routes followed.",21.7 cm x 16.8 cm,36 pages,,programs (documents)|~|booklets,,Collection C320|~|Box RS|~|Folder 5,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Commonwealth countries|~|West Indies, British--Politics and government|~|Visits of state|~|Royal households--Great Britain",Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz154m/manifest
ark:/21198/z1s19vgd,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Independence Games 1971 Supplementary Program,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq21vk,Ephemera Collection,,1971,1971,13.1939,59.5432,Supplementary programme for the opening ceremony of the Barbados Independence Games 1971.,33 cm x 21.5 cm,1 page,,programs (documents),,Collection C319|~|Box A-B|~|Folder 5,Barbados Olympic Association,,,,Barbados Olympic Association,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Anniversaries|~|Olympics|~|Events|~|Athletes,Saint Michael (Barbados),,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s19vgd/manifest
ark:/21198/z1s19vhv,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Christmas Concert with the Cecilian Singers,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g759br,Ephemera Collection,,"December 16, 1978",1978-12-16,13.1939,59.5432,"Program of a Christmas music concert featuring the Barbados Symphonia and the Cecilian Singers, conducted by Doris Provencal, held at the Ursuline Convent Hall on December 16, 1978.",22 cm x 13.8 cm,11 pages,,programs (documents)|~|concert programs,,Collection C319|~|Box C-Ch,Cecilian Singers,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Church|~|Christmas music|~|Arts and culture -- Music|~|Concerts|~|Choirs (Music),Saint Michael (Barbados),20th century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s19vhv/manifest
ark:/21198/z1s19vj9,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Solomon's Temple Lodge No. 8 Dinner,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9rr2,Ephemera Collection,,"September 20, 1957",1957-09-20,13.1939,59.5432,"Booklet for dinner in honor of the Solomon's Temple Lodge No. 8's Silver Jubilee (1932-57), held at Queen's Park on September 20, 1957 at 8:00 pm. It contains names of office bearers and past officers, as well as the menu.",17 x 11.5 cm,4 pages,,Program booklets|~|Menus,,Collection C319|~|Box D-F,Solomon's Temple Lodge No. 8,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Dinners and dining|~|Menus,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s19vj9/manifest
ark:/21198/z1s19vkr,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""Rock Hall - The First Free Village"": Lecture by Prof. Woodville Marshall",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk5b2k,Ephemera Collection,,"July 24, 2002",2002-07-24,13.1939,59.5432,"Brochure for the sixth Annual Emancipation Lecture, titled ""Rock Hall - The First Free Village,"" delivered by Prof. Woodville Marshall on July 24, 2002, at Lester Vaughan Secondary School.",21.5 cm x 13.9 cm,4 pages,,Brochures|~|Event programs|~|Lectures,,Collection C319|~|Box KQ|~|Folder 2,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Lectures|~|Slaves--Emancipation--West Indies, British--Anniversaries, etc.",Saint Thomas (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s19vkr/manifest
ark:/21198/z1s48k0g,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Multi-Faith Observance for Commonwealth Day,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1dsd,Ephemera Collection,,"March 10, 2008",2008-03-10,13.1939,59.5432,"Program for a multi-faith observance of the Commowealth Day arranged by the Barbados branch of The Royal Commonwealth Society in the presence of the Hon. Elliott Belgrave, Acting Govenor General of Barbados, held at St. Leonard's Church, Westbury Road, St. Michael.",18.6 cm x 13.7 cm,24 pages,,programs (documents)|~|booklets,,Collection C319|~|Box C-Ch,St. Leonard's Church,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Commonwealth countries|~|Politics and government -- Foreign relations|~|Religion -- Ecumenical movement|~|Religion -- Rites and ceremonies,Saint Michael (Barbados),21st century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48k0g/manifest
ark:/21198/z1s48k1x,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Barbados National Trust Open Houses 1969,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5w0f,Ephemera Collection,,1969,1969,13.1939,59.5432,"Brochure with timetable and description of ""Open Houses"" held at various properties on the island, organized by the Barbados National Trust during the months of January, February and March of 1969.",20.5 cm x 12.6 cm,4 pages,,Brochures|~|Event programs,,Collection C319|~|Box GHI|~|Folder 13,Barbados National Trust,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Tours|~|Historic sites|~|Barbados,,20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48k1x/manifest
ark:/21198/z1s48k2c,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Reception - Order of Event and Parking Ticket,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b01223,Ephemera Collection,,"October 31, 1977",1977-10-31,13.1939,59.5432,"Parking ticket and document with information about the dress code and order of the evening for a reception at the Government House on October 31, 1977 on the occasion of the visit of Queen Elizabeth and Prince Philip.",20.2 cm x 16.3 cm; 8.3 cm x 11.4 cm,2 pages,,Documents|~|Event programs,,Collection C319|~|Box KQ|~|Folder 20,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Visits of state|~|Royal visits|~|Dinners and dining|~|Dress codes,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48k2c/manifest
ark:/21198/z1s48k3t,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""Sleeping Beauty""",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43nzg,Ephemera Collection,,Between 1978 and 1987,1978/1987,13.1939,59.5432,"Booklet with program and cast information for a pantomime musical play, ""The Sleeping Beauty,"" presented by the St. Winifred School during the late 1980s with proceedings going in aid of the new Playing Field.",28.2 cm x 21.8 cm,75 pages,,theater programs|~|booklets,,Collection C320|~|Box T|~|Folder 10,St. Winifred's School,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Theater|~|College and school drama, West Indian (English)",Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48k3t/manifest
ark:/21198/z1s7789f,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Diocese of Barbados: Service of institution - 1976,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7vxc,Ephemera Collection,,1976,1976,13.1939,59.5432,"Service of institution booklet containing religious service procession (introduction, liturgy of the word, sermon, the institution, post-communion prayer).",21.7 cm x 14 cm,9 pages,,booklets,,Collection C319|~|Box A-B|~|Folder 3,Diocese of Barbados,,,Barbados,Diocese of Barbados,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Liturgies|~|Clergy,,20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s7789f/manifest
ark:/21198/z1s778bw,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Barbados Dance Theatre Company: Season of Dance '77,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6mf5,Ephemera Collection,,"April 13, 1977-April 17, 1977",1977-04-13/1977-04-17,13.1939,59.5432,"Poster for Barbados Dance Theater Company's 1977 Season of Dance. The poster contains information about the production and cast of the performances which were held at the Combermere School, Waterford, St. Michael, between April 13-17, 1977.",42.5 cm  x 54.5 cm,2 pages,,Posters|~|programs (documents),,Collection C319|~|Box D-F|~|Folder 1,Barbados Dance Theatre Company,,,Barbados,,Barbados Department of Archives,,public domain,Barbados Department of Archives,,Dance festivals|~|Dance companies|~|Theater companies|~|Arts and culture--Performing Arts,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s778bw/manifest
ark:/21198/z1s778cb,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,International Cycle and Athletic Sports,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5nxz,Ephemera Collection,,Between May and June 1953,1953-05/1953-06,13.1939,59.5432,"Booklet with the program and information about the international cycle and athletic sports competition, organized by the Amateur Athletic Association of Barbados, that took place at Kensington Oval on May 25 and 28, and June 3, 1953. The booklet contains the schedule of events and names of competitors, staff, and officials.",21.5 cm x 14.2 cm,44 pages,,Program booklets|~|Event programs,,Collection C319|~|Box KQ|~|Folder 18,Amateur Athletic Association of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Athletics|~|Sports|~|Competitions|~|Kensington Oval (Bridgetown, Barbados)",Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s778cb/manifest
ark:/21198/z1sb5zrt,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"Hawthorn Memorial Methodist Church: Sunday 2nd December, 1990",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42qpf,Ephemera Collection,,"December 2, 1990",1990-12-02,13.1939,59.5432,"Program for service held on Sunday, December 2, 1990 at Hawthorn Memorial Methodist Church, as well as announcements for various church activities and events.",21.6 cm x 13.9 cm,4 pages,,programs (documents),,Collection C319|~|Box C-Ch,Hawthorn Memorial Methodist Church,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Methodism|~|Church services|~|Methodist Church--Education,Christ Church (Barbados),20th century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb5zrt/manifest
ark:/21198/z1sb5zs8,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Logo Launch & Presentation Ceremony for the Fifth Annual Caribbean Tourism Organisation Conference on Sustainable Tourism Development,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6kmp,Ephemera Collection,,"November 27, 2000",2000-11-27,13.1939,59.5432,"Theme of the conference: ""Keeping the Right Balance: The Changing Face of Sustainability."" Ceremony held at Wildey House, Wildey, St. Michael.",21.5 cm x 13.9 cm,3 pages,,programs (documents),,Box Ci-Cz|~|Folder 4,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Congresses and conventions|~|Tourism,Saint Michael (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb5zs8/manifest
ark:/21198/z1sb5ztq,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"Graduation Ceremony of the Training Administration Division, Ministry of Civil Service",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2xp9,Ephemera Collection,,"May 3, 2003",2003-05-03,13.1939,59.5432,"Booklet with program and details for the graduation ceremony of the Training Administration Division of the Ministry of Civil Service on May 3, 2003 that took place at the Sherbourne Conference Hall, Two Mile Hill, St. Michael. Contains names of staff, faculty, and graduates.",21 cm x 14.7 cm,35 pages,,Program booklets|~|Event programs,,Collection C319|~|Box GHI|~|Folder 8,Ministry of Civil Service,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,School graduation|~|Commencements|~|Graduation ceremonies|~|Civil service,Saint Michael (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb5ztq/manifest
ark:/21198/z1sb5zv5,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""Teacher Teach 'er""",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0bc7,Ephemera Collection,,1977,1977,13.1939,59.5432,"Brochure with the program and cast information for the play ""Teacher Teach 'er"" by Anthony Hinkson presented by the Barbados Writers' Workshop at the Queen's Park Civic Theatre in 1977. The brochure also contains a short history of the Barbados Writers' Workshop and its activities.",25.4 cm x 14.1 cm,5 pages,,theater programs|~|brochures,,Collection C320|~|Box T|~|Folder 7,Barbados Writers' Workshop,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Theater|~|West Indian drama (English)|~|West Indian literature (English)|~|Socioeconomic conditions and development -- Social justice,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb5zv5/manifest
ark:/21198/z1sf4p60,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Jamaican Craft,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb04mt,Ephemera Collection,,1981,1981-01-01/1981-12-31,13.1939,59.5432,Brochure of Jamaican craft shown during CARIFESTA '81 in Barbados. Caribbean Festival of Arts (CARIFESTA) was established in 1972 as a multi-disciplinary art festival held in different Caribbean countries to showcase the various talents throughout the region.,21.6 cm x 12 cm,5 pages,,brochures,,Collection C319|~|Box C-Ch,Carifesta Organisation|~|Government of Jamaica,,,Jamaica,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Carifesta|~|Art, Jamaican|~|Craft festivals",Saint Michael (Barbados),20th century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4p60/manifest
ark:/21198/z1sf4p7f,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,1985 Combermere School Speech Day,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2b2f,Ephemera Collection,,"March 28, 1985",1985-03-28,13.1939,59.5432,"Booklet with program and details for Combermere School's annual Speech Day on March 28, 1985. Contains names of staff and students. The prizes and awards were distributed by Acting Governor-General Sir Arnot Cato, and the address was given by Sir Neville Osborne.",20.9 cm x 14.5 cm,10 pages,,Program booklets|~|Event programs,,Collection C319|~|Box GHI|~|Folder 3,Combermere School,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Speeches|~|School orations|~|Awards and Prizes|~|Awards ceremonies|~|Barbados,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4p7f/manifest
ark:/21198/z1sf4p8w,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,James Street Methodist Church: Organ Recital by Peter Billington,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6fx0,Ephemera Collection,,"July 7, 1969",1969-07-07,13.1939,59.5432,"Brochure with the program for an organ recital by Peter Billington that took place at James Street Methodist Church on July 7, 1969.",21.6 cm x 16 cm,4 pages,,Brochures|~|Concert programs,,Collection C319|~|Box KQ|~|Folder 13,James Street Methodist Church,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Recitals (music)|~|Organ music,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4p8w/manifest
ark:/21198/z1sf4p9b,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""Twin Theatre""",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29rp5,Ephemera Collection,,1971,1971,13.1939,59.5432,"Brochure with the program and cast information for the production ""Twin Theatre"" presented by the Barbados National Theatre Workshop in the fall of 1971 at the Arts Lecture Theatre, University of West Indies, Cave Hill campus. The production consisted of the following plays: ""Trifles"" by Susan Glaspell and ""Hello Out There"" by William Saroyan.",16.5 cm x 21.5 cm,4 pages,,theater programs|~|brochures,,Collection C320|~|Box T|~|Folder 5,Barbados National Theatre Workshop,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Theater|~|Drama,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4p9b/manifest
